Scientific name;Family;Svenskt namn;Dyntaxa ID number;Establishment;Red-listed;Red-listed values;Time of immigration;Införd;Index of invasive concern;Risk för Invasiv?;Biodiversity relevance (1-8);Antalet andra organismer som är beroende av, eller använder, arten som födokälla, substrat, skydd eller mutualistisk partner.;Nektar produktion (1-7);Heat requirement;Värmekrav klara som lägst (odlingszoner);Cold requirement;Kylkrav (;Temp. optimum;Continentality;Light;Växtnamn;Växtsätt;kontroll;Växtnamn;Medelhöjd (cm);Maxhöjd (cm);Blomningsstart;Blomningsslut;Phenology;Börjar Blomma;Extreme phenology;Sena;Kontroll;Växtnamn;Blommande?;Blomfärg;Kontroll;Ljus;Moisture;Fukt;Soil reaction (pH);pH;Nitrogen (N);Kväve;Phosphorus (P);Fosfor;Salinity;Salttålighet;Grazing/mowing;Bete/slåtter;Soil disturbance;Mark störning;Longevity;Livslängd;Pollinator dependence;Pollinering;Seed dormancy;Vilande frön;Seed bank;Fröbank;Seed disperser;Nitrogen fixation;Photosynthetic pathway;Mycorrhiza;Carnivory;Parasitism;Plantskolor;;1 Siliceous rock;2 Ultrabasic rock;3 Calcareous rock;4 Dry heath;5. Dry meadow;6 Steppic meadow;7 Sand steppe;8 Moist heath;9 Moist meadow;10 Moist calcareous meadow;11 Raised bog;12 Poor/acidic fen;13 Intermediate-rich fen;14 Rich/calcareous fen;15 Tall herb/sedge/reed meadow;16 Oligotrophic water & shores;17 Mesotrophic water & shores;18 Eutrophic water & shores;19 sandy/stony/rocky sea shores;20 Sea shore meadows;21 Base-poor wasteland;22 Base-rich wasteland;23. Arable land;24 Gravelly ground;25 Ruderal;26 Hedgerows, thickets, wood-margins and groves;27 Heath-type deciduous forest;28 Intermediate deciduous forest;29 Herb-rich deciduous forest;30 Alnus glutinosa swamp;31 Fraxinus/Ulmus/Alnus incana swamp;32 Pinus/Betula swamp;33 Picea swamp;34 Heath-type coniferous forest;35 Vaccinium-type coniferous forest;36 Herb-rich coniferous forest;37 Cacareous conifer forest;38 Subalpine Betula forest
Chamorchis alpina (L.) Rich.;Orchidaceae;dvärgyxne;220073;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;2;2. mellan-alpinzon;16;;17;;7;Chamorchis alpina (L.) Rich.;Ört;SANT;Chamorchis alpina (L.) Rich.;5;15;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Chamorchis alpina (L.) Rich.;Ja;Gul;SANT;7. alltid full sol;5;5. mesisk–fuktig;8;8. alkalisk (pH > 7.5);2;2. måttligt–mycket kvävefattig;1;1. undviker jordar med hög tillgång på fosfor;1;inte salttolerant, undviker även svagt salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data; ;Ingen data;AirD;Nej;C3;OrkM;0;Nej;;;0;0;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cherleria biflora (L.);Caryophyllaceae;fjällnörel;221720;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;2;2. mellan-alpinzon;15;;16;;7;Cherleria biflora (L.);Ört;SANT;Cherleria biflora (L.);5;10;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Cherleria biflora (L.);Ja;Vit;SANT;7. alltid full sol;5;5. mesisk–fuktig;7;7. circumneutral (pH 6.5–7.5); ;Ingen data;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn; ;ingen data; ;Ingen data;1;kortlivad (upp till ett eller sällan två år);Passive;Nej;C3;None;0;Nej;;;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chimaphila umbellata (L.) W. P. C. Barton;Ericaceae;ryl;340;Resident;EN;3;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;;9;9. zon 5;6;;8;7;3;Chimaphila umbellata (L.) W. P. C. Barton;Ört;SANT;Chimaphila umbellata (L.) W. P. C. Barton;10;30;Juni;Augusti;10;10. B Jul;3;22-juli;SANT;Chimaphila umbellata (L.) W. P. C. Barton;Ja;Rosa;SANT;3. halvskugga-måttlig skugga;4;4. mesisk;5;5. subneutral (pH 5.5–6.5);2;2. måttligt–mycket kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;1;1. koloniserar redan etablerad vegetation och konkurrerar framgångsrikt vilket orsakar strukturella förändringar som består så länge det inte finns någon markstörning;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data; ;Ingen data;AirD;Nej;C3;PyrM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;3;3;0
Chrysosplenium alternifolium L.;Saxifragaceae;gullpudra;220075;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;4;5;5. zon 9;5;;10;5;4;Chrysosplenium alternifolium L.;Ört;SANT;Chrysosplenium alternifolium L.;10;30;April;Juni;4;4. B Apr;5;21-aug.;SANT;Chrysosplenium alternifolium L.;Ja;Gul;SANT;4. halvskugga-måttlig skugga;7;7. fuktig–våt;5;5. subneutral (pH 5.5–6.5);6;6. måttligt–mycket kväverik;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data;1;kortlivad (upp till ett eller sällan två år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;3;0;0;0;0;0
Chrysosplenium oppositifolium L.;Saxifragaceae;kustgullpudra;1870;Resident;VU;2;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;4;12;12. zon 2;4;;5;1;3;Chrysosplenium oppositifolium L.;Ört;SANT;Chrysosplenium oppositifolium L.;5;20;Mars;Juni; ;Ingen data; ;Ingen data;SANT;Chrysosplenium oppositifolium L.;Ja;Vit;SANT;3. halvskugga-måttlig skugga;8;8. våt;5;5. subneutral (pH 5.5–6.5);6;6. måttligt–mycket kväverik;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data;1;kortlivad (upp till ett eller sällan två år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;0;0;0;0;0;0;0;0
Chrysosplenium tetrandrum (N. Lund ex Malmgren) Th. Fr.;Saxifragaceae;polargullpudra;223335;Resident;NT;1;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;4;3;3. låg-alpinzon;12;;14;8;6;Chrysosplenium tetrandrum (N. Lund ex Malmgren) Th. Fr.;Ört;SANT;Chrysosplenium tetrandrum (N. Lund ex Malmgren) Th. Fr.;5;20;Juni;Augusti; ;Ingen data; ;Ingen data;SANT;Chrysosplenium tetrandrum (N. Lund ex Malmgren) Th. Fr.;Ja;Vit;SANT;6. sol, men tål viss skugga;7;7. fuktig–våt;7;7. circumneutral (pH 6.5–7.5);6;6. måttligt–mycket kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden; ;Ingen data;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer;2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;1;kortlivad (upp till ett eller sällan två år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Cichorium intybus L.;Asteraceae;cikoria;220078;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;5;11;11. zon 3;3;;5;6;7;Cichorium intybus L.;Ört;SANT;Cichorium intybus L.;50;120;Juli;September;9;9. S Jun;2;07-juli;SANT;Cichorium intybus L.;Ja;Blå;SANT;7. alltid full sol;2;2. torr;7;7. circumneutral (pH 6.5–7.5);5;5. måttligt kväverik;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;1;1. tål inte någon betning/slåtter;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;2;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);3;med morfologisk, fysikalisk eller mekanisk viloläge, eller med mellanliggande fysiologisk viloläge som resulterar i mycket långsam groning men oberoende av temperatur och säsong (eller kräver <35 dagar av kallstratifiering);2;kortvarig (1–5 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cinna latifolia (Trevir.) Griseb.;Poaceae;sötgräs;345;Resident;NT;1;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;7;7. zon 7;11;;12;7;4;Cinna latifolia (Trevir.) Griseb.;Gräs;SANT;Cinna latifolia (Trevir.) Griseb.;20;100;Juni;Augusti; ;Ingen data; ;Ingen data;SANT;Cinna latifolia (Trevir.) Griseb.;Ja;Grön;SANT;4. halvskugga-måttlig skugga;6;6. fuktig;6;6. subneutral–circumneutral;6;6. måttligt–mycket kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;3;långlivad (5–25 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;4;0;0;0;0;0
Circaea × intermedia Ehrh.;Onagraceae;mellanhäxört;346;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;2;11;11. zon 3;3;;5;4;3;Circaea × intermedia Ehrh.;Ört;SANT;Circaea × intermedia Ehrh.;20;50;Juni;Augusti;10;10. B Jul;3;22-juli;SANT;Circaea × intermedia Ehrh.;Ja;Rosa;SANT;3. halvskugga-måttlig skugga;5;5. mesisk–fuktig;6;6. subneutral–circumneutral;7;7. mycket kväverik;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;1;1. tål inte någon betning/slåtter;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;4;långlivad perenn;0a;vegetativt förökad genom fragmentering eller klonal tillväxt (främst eller endast); ;Ingen data; ;Ingen data;Veg;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3;4;0;0;0;0;0;0;0;0
Circaea alpina L.;Onagraceae;dvärghäxört;222395;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;2;4;4. trädgränsen;4;;9;4;2;Circaea alpina L.;Ört;SANT;Circaea alpina L.;10;40;Juni;Augusti;10;10. B Jul;3;22-juli;SANT;Circaea alpina L.;Ja;Vit;SANT;2. måttlig-helskugga;7;7. fuktig–våt;3;3. måttligt sur (pH 4.5–5.5);3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;1;1. tål inte någon betning/slåtter;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer;4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;1;kortlivad (upp till ett eller sällan två år);Adh;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;4;0;0;0;0;0
Circaea lutetiana L.;Onagraceae;stor häxört;222056;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;12;12. zon 2;3;;4;3;3;Circaea lutetiana L.;Ört;SANT;Circaea lutetiana L.;30;100;Juli;Augusti;10;10. B Jul;3;22-juli;SANT;Circaea lutetiana L.;Ja;Vit;SANT;3. halvskugga-måttlig skugga;6;6. fuktig;6;6. subneutral–circumneutral;7;7. mycket kväverik;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data;1;kortlivad (upp till ett eller sällan två år);Adh;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;3;0;0;0;0;0;0;0
Clinopodium vulgare L.;Lamiaceae;bergmynta;221806;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;3;3. 13-24;4;8;8. zon 6;2;;5;5;4;Clinopodium vulgare L.;Ört;SANT;Clinopodium vulgare L.;30;80;Juli;Augusti;10;10. B Jul;3;22-juli;SANT;Clinopodium vulgare L.;Ja;Rosa;SANT;4. halvskugga-måttlig skugga;3;3. torr–mesisk;6;6. subneutral–circumneutral;3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;4;långlivad perenn;2a;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar); ;Ingen data;3;långlivad (5–25 år);Passive;Nej;C3;AM;0;Nej;;;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;1;1;0
Coeloglossum viride (L.) Hartm.;Orchidaceae;grönkulla;219795;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;3;3. låg-alpinzon;7;;12;5;4;Coeloglossum viride (L.) Hartm.;Ört;SANT;Coeloglossum viride (L.) Hartm.;10;30;Juni;Juli; ;Ingen data; ;Ingen data;SANT;Coeloglossum viride (L.) Hartm.;Ja;Grön;SANT;4. halvskugga-måttlig skugga;5;5. mesisk–fuktig;6;6. subneutral–circumneutral;3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data; ;Ingen data;AirD;Nej;C3;OrkM;0;Nej;;;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2
Comastoma tenellum (Rottb.) Toyok.;Gentianaceae;lappgentiana;221448;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;;2;2. mellan-alpinzon;16;;17;;7;Comastoma tenellum (Rottb.) Toyok.;Ört;SANT;Comastoma tenellum (Rottb.) Toyok.;5;15;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Comastoma tenellum (Rottb.) Toyok.;Ja;Blå;SANT;7. alltid full sol;4;4. mesisk;8;8. alkalisk (pH > 7.5);2;2. måttligt–mycket kvävefattig;1;1. undviker jordar med hög tillgång på fosfor;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat; ;Ingen data;1;strikt ettårig;0c;självbefruktning (främst eller endast); ;Ingen data;1;kortlivad (upp till ett eller sällan två år);Passive;Nej;C3;;0;Nej;;;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Convallaria majalis L.;Asparagaceae;liljekonvalj;222812;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;4;4;4. trädgränsen;3;;8;5;2;Convallaria majalis L.;Ört;SANT;Convallaria majalis L.;10;30;Maj;Juni;6;6.B Maj;3;22-juli;SANT;Convallaria majalis L.;Ja;Vit;SANT;2. måttlig-helskugga;5;5. mesisk–fuktig;4;4. måttligt sur – subneutral;4;4. måttligt kvävefattig – måttligt kväverik;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;1;1. koloniserar redan etablerad vegetation och konkurrerar framgångsrikt vilket orsakar strukturella förändringar som består så länge det inte finns någon markstörning;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer;4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;1;kortlivad (upp till ett eller sällan två år);Passive;Nej;C3;AM;0;Nej;Säve;;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;1;0;1
Coptidium lapponicum (L.) Tzvelev;Ranunculaceae;lappranunkel;1365;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;2;6;6. zon 8;11;;12;8;4;Coptidium lapponicum (L.) Tzvelev;Ört;SANT;Coptidium lapponicum (L.) Tzvelev;10;20;Juni;Juli; ;Ingen data; ;Ingen data;SANT;Coptidium lapponicum (L.) Tzvelev;Ja;Vit;SANT;4. halvskugga-måttlig skugga;7;7. fuktig–våt;5;5. subneutral (pH 5.5–6.5);5;5. måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn; ;ingen data; ;Ingen data; ;Ingen data;Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
Corallorhiza trifida Châtel.;Orchidaceae;korallrot;220093;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;4;4. trädgränsen;6;;10;6;3;Corallorhiza trifida Châtel.;Ört;SANT;Corallorhiza trifida Châtel.;10;30;Juni;Augusti;8;8. B Jun;1;22-juni;SANT;Corallorhiza trifida Châtel.;Ja;Grön;SANT;3. halvskugga-måttlig skugga;7;7. fuktig–våt;4;4. måttligt sur – subneutral;4;4. måttligt kvävefattig – måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn;2;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar); ;Ingen data; ;Ingen data;AirD;Nej;C3;OrkM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;3;0;0;0;0;1
Cornus sanguinea L.;Cornaceae;skogskornell;220986;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;3;11;11. zon 3;3;;5;5;5;Cornus sanguinea L.;Buske;SANT;Cornus sanguinea L.;200;400;Maj;Juni;7;7.S Maj;2;07-juli;SANT;Cornus sanguinea L.;Ja;Vit;SANT;5. sol-halvskugga;4;4. mesisk;7;7. circumneutral (pH 6.5–7.5);6;6. måttligt–mycket kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data;1;kortlivad (upp till ett eller sällan två år);Bird;Nej;C3;AM;0;Nej;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;2;0;0;0;0;0;0;1;1;0
Corydalis cava (L.) Schweigg. & Körte;Papaveraceae;hålnunneört;222815;Resident;NT;1;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;5;12;12. zon 2;4;;5;6;2;Corydalis cava (L.) Schweigg. & Körte;Ört;SANT;Corydalis cava (L.) Schweigg. & Körte;20;50;April;Maj;5;5. S Apr;4;06-aug.;SANT;Corydalis cava (L.) Schweigg. & Körte;Ja;Rosa;SANT;2. måttlig-helskugga;4;4. mesisk;7;7. circumneutral (pH 6.5–7.5);7;7. mycket kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;1;1. koloniserar redan etablerad vegetation och konkurrerar framgångsrikt vilket orsakar strukturella förändringar som består så länge det inte finns någon markstörning;4;långlivad perenn;2a;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;1;kortlivad (upp till ett eller sällan två år);Myr;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;7;0;0;0;0;0;0;0;0;0
Corydalis gotlandica Lidén;Papaveraceae;gotländsk nunneört;475;Resident;NT;1;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;4;13;13. zon 1;7;;7;7;4;Corydalis gotlandica Lidén;Ört;SANT;Corydalis gotlandica Lidén;10;40;Maj;Juni; ;Ingen data; ;Ingen data;SANT;Corydalis gotlandica Lidén;Ja;Gul;SANT;4. halvskugga-måttlig skugga;4;4. mesisk;7;7. circumneutral (pH 6.5–7.5);7;7. mycket kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;2a;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;1;kortlivad (upp till ett eller sällan två år);Myr;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
Corydalis intermedia (L.) Mérat;Papaveraceae;smånunneört;222817;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;4;5;5. zon 9;5;;10;3;3;Corydalis intermedia (L.) Mérat;Ört;SANT;Corydalis intermedia (L.) Mérat;10;50;April;Maj;3;3. S Mar;6;05-sep.;SANT;Corydalis intermedia (L.) Mérat;Ja;Rosa;SANT;3. halvskugga-måttlig skugga;4;4. mesisk;6;6. subneutral–circumneutral;7;7. mycket kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;2a;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;1;kortlivad (upp till ett eller sällan två år);Myr;Nej;C3;AM;0;Nej;;;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;1;0;0;0;0;0;0;1
